scene,floor,question,choices,question_formatted,answer,label,source_image
00897-LEFTm3JecaC,0,Do the curtains have the same color as the window blinds?,"['Yes', 'No', 'Only the curtains are white', 'Only the blinds are white']",Do the curtains have the same color as the window blinds? A) Yes B) No C) Only the curtains are white D) Only the blinds are white. Answer:,A,Attribute,00897-LEFTm3JecaC_0.png
00147-TZ2jsvNG2nt,0,Is the door closer to the floor compared to the window in the house?,"['Yes', 'No', 'Both are at the same height', 'Cannot determine']",Is the door closer to the floor compared to the window in the house? A) Yes B) No C) Both are at the same height D) Cannot determine. Answer:,A,Comparison,00147-TZ2jsvNG2nt_1.png
00823-7MXmsvcQjpJ,0,Is the window closer to the bookshelf in the first room?,"['Yes', 'No', 'The same distance', 'Cannot be determined']",Is the window closer to the bookshelf in the first room? A) Yes B) No C) The same distance D) Cannot be determined. Answer:,A,Relationship,00823-7MXmsvcQjpJ_1.png
00072-t8wCA6Qe8uT,0,Is the bed longer than the pillow in the bedroom?,"['Yes', 'No', 'They are the same length', 'Cannot determine']",Is the bed longer than the pillow in the bedroom? A) Yes B) No C) They are the same length D) Cannot determine. Answer:,A,Comparison,00072-t8wCA6Qe8uT_0.png
00218-fQHGxvurx9L,0,Is the television positioned closer to the wall than the fireplace in the living room?,"['Yes', 'No', 'They are at the same distance', 'Cannot be determined']",Is the television positioned closer to the wall than the fireplace in the living room? A) Yes B) No C) They are at the same distance D) Cannot be determined. Answer:,B,Relationship,00218-fQHGxvurx9L_0.png
00388-pcpn6mFqFCg,0,Is the desk closer than the table to the door in the house?,"['Yes', 'No', 'They are the same distance', 'There is no door']",Is the desk closer than the table to the door in the house? A) Yes B) No C) They are the same distance D) There is no door. Answer:,A,Relationship,00388-pcpn6mFqFCg_1.png
00074-kHvNo8x6Qoe,0,Is the bunk bed farther from the clock than the dining table in the house?,"['Yes', 'No', 'Equal distance', 'Not visible together']",Is the bunk bed farther from the clock than the dining table in the house? A) Yes B) No C) Equal distance D) Not visible together. Answer:,A,Comparison,00074-kHvNo8x6Qoe_0.png
00170-S3r45BMWy6H,0,Is the door closer to the window than the table?,"['Yes', 'No', 'They are equidistant', 'No window is visible']",Is the door closer to the window than the table? A) Yes B) No C) They are equidistant D) No window is visible. Answer:,A,Relationship,00170-S3r45BMWy6H_0.png
00303-ghWQ5kHV97i,0,Is the sofa larger than the bed in the house?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the sofa larger than the bed in the house? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,B,Comparison,00303-ghWQ5kHV97i_1.png
00307-vDfkYo5VqEQ,0,Is the sink closer to the kitchen than the dining table in this house?,"['Yes', 'No', 'Both are equally close', 'Cannot determine']",Is the sink closer to the kitchen than the dining table in this house? A) Yes B) No C) Both are equally close D) Cannot determine. Answer:,A,Relationship,00307-vDfkYo5VqEQ_1.png
00219-P6ajptD9tRP,0,Is the wardrobe closer to the painting than to the door in the room?,"['Yes', 'No', 'They are equidistant', 'Cannot be determined']",Is the wardrobe closer to the painting than to the door in the room? A) Yes B) No C) They are equidistant D) Cannot be determined. Answer:,A,Relationship,00219-P6ajptD9tRP_0.png
00236-FcUgaJv6JHA,0,Is the window in the room larger than the door in the hallway?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the window in the room larger than the door in the hallway? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00236-FcUgaJv6JHA_1.png
00261-fK2vEV32Lag,0,Is the painting closer to the lamp than it is to the radiator in the bedroom?,"['Yes', 'No', 'They are equidistant', 'Cannot tell']",Is the painting closer to the lamp than it is to the radiator in the bedroom? A) Yes B) No C) They are equidistant D) Cannot tell. Answer:,A,Relationship,00261-fK2vEV32Lag_0.png
00457-7PZPFHR3oJc,0,Is the bed closer to the wall than the wardrobe?,"['Yes', 'No', 'Cannot determine', 'They are equidistant']",Is the bed closer to the wall than the wardrobe? A) Yes B) No C) Cannot determine D) They are equidistant. Answer:,A,Comparison,00457-7PZPFHR3oJc_1.png
00729-PyZonHqd5gy,0,Does the window share the same wall as the radiator in the house?,"['Yes', 'No', 'Cannot determine', 'Only in some rooms']",Does the window share the same wall as the radiator in the house? A) Yes B) No C) Cannot determine D) Only in some rooms. Answer:,A,Relationship,00729-PyZonHqd5gy_1.png
00770-NBg5UqG3di3,0,Is the wall lamp brighter than the chandelier in the interior spaces?,"['Yes', 'No', 'They are equally bright', 'Cannot determine']",Is the wall lamp brighter than the chandelier in the interior spaces? A) Yes B) No C) They are equally bright D) Cannot determine. Answer:,D,Comparison,00770-NBg5UqG3di3_0.png
00483-boHtwWDWtXh,0,Is the refrigerator closer to the sink than the stove in the kitchen?,"['Yes', 'No', 'They are equidistant', 'Impossible to determine']",Is the refrigerator closer to the sink than the stove in the kitchen? A) Yes B) No C) They are equidistant D) Impossible to determine. Answer:,B,Relationship,00483-boHtwWDWtXh_1.png
00764-rzzVnFnBLtg,0,Does the window reflect the same view as the mirror in the room?,"['Yes', 'No', 'Partially', 'Cannot determine']",Does the window reflect the same view as the mirror in the room? A) Yes B) No C) Partially D) Cannot determine. Answer:,B,Relationship,00764-rzzVnFnBLtg_0.png
00124-GZRLndzSrdn,0,Does the garage door share the same color as the red wall in the living room?,"['Yes', 'No', 'Partially', 'Cannot determine']",Does the garage door share the same color as the red wall in the living room? A) Yes B) No C) Partially D) Cannot determine. Answer:,B,Comparison,00124-GZRLndzSrdn_1.png
00394-H7bBanejcc6,0,Is the chair closer to the dining table than the sofa is to the coffee table in this house?,"['Yes', 'No', 'They are equidistant', 'Cannot be determined']",Is the chair closer to the dining table than the sofa is to the coffee table in this house? A) Yes B) No C) They are equidistant D) Cannot be determined. Answer:,B,Relationship,00394-H7bBanejcc6_0.png
00643-ggNAcMh8JPT,0,Is the washing machine located closer to the door than the bookshelf in the basement?,"['Yes', 'No', 'They are equidistant', 'Impossible to determine']",Is the washing machine located closer to the door than the bookshelf in the basement? A) Yes B) No C) They are equidistant D) Impossible to determine. Answer:,A,Comparison,00643-ggNAcMh8JPT_1.png
00055-HxmXPBbFCkH,0,Is the table in the kitchen more likely to be used for eating than the shower in the bathroom?,"['Yes', 'No', 'Equally likely', 'Not sure']",Is the table in the kitchen more likely to be used for eating than the shower in the bathroom? A) Yes B) No C) Equally likely D) Not sure. Answer:,A,Relationship,00055-HxmXPBbFCkH_1.png
00173-qZ4B7U6XE5Y,0,Are the colors of the framed picture similar to the decorative saws in the room with red walls?,"['Yes', 'No', 'Only the frame is similar', 'Only the saw blades are similar']",Are the colors of the framed picture similar to the decorative saws in the room with red walls? A) Yes B) No C) Only the frame is similar D) Only the saw blades are similar. Answer:,A,Attribute,00173-qZ4B7U6XE5Y_1.png
00271-cjLuWviyDEo,0,Is the door closer to the entrance of the house than the bed?,"['Yes', 'No', 'They are the same distance', 'Cannot determine']",Is the door closer to the entrance of the house than the bed? A) Yes B) No C) They are the same distance D) Cannot determine. Answer:,A,Relationship,00271-cjLuWviyDEo_1.png
00529-W9YAR9qcuvN,0,Is the bed the same height as the dresser?,"['Yes', 'No', 'The bed is taller', 'The dresser is taller']",Is the bed the same height as the dresser? A) Yes B) No C) The bed is taller D) The dresser is taller. Answer:,D,Comparison,00529-W9YAR9qcuvN_0.png
00634-A1jHexSJuAW,0,Are the stairs in the first room made of different material than the stairs in the second room?,"['Yes', 'No', 'Not visible', 'Both are the same']",Are the stairs in the first room made of different material than the stairs in the second room? A) Yes B) No C) Not visible D) Both are the same. Answer:,A,Comparison,00634-A1jHexSJuAW_0.png
00216-6EMViBCA2N7,0,Is the wooden table larger than the wooden cabinet in this house?,"['Yes', 'No', 'They are the same size', 'Cannot be determined']",Is the wooden table larger than the wooden cabinet in this house? A) Yes B) No C) They are the same size D) Cannot be determined. Answer:,A,Comparison,00216-6EMViBCA2N7_0.png
00121-D2PqRE5ZvyQ,0,Is the dresser taller than the wardrobe in the bedroom?,"['Yes', 'No', 'They are the same height', 'Cannot be determined']",Is the dresser taller than the wardrobe in the bedroom? A) Yes B) No C) They are the same height D) Cannot be determined. Answer:,D,Comparison,00121-D2PqRE5ZvyQ_0.png
00782-oQPVc6vwgaq,0,Is the door taller than the vent in the room with the vent?,"['Yes', 'No', 'They are the same height', 'Cannot determine']",Is the door taller than the vent in the room with the vent? A) Yes B) No C) They are the same height D) Cannot determine. Answer:,A,Comparison,00782-oQPVc6vwgaq_1.png
00491-Ty7djLDxQu3,0,Does the stairs have the same material as the railing in the room?,"['Yes', 'No', 'Partially', 'Cannot determine']",Does the stairs have the same material as the railing in the room? A) Yes B) No C) Partially D) Cannot determine. Answer:,B,Comparison,00491-Ty7djLDxQu3_1.png
00250-U3oQjwTuMX8,0,Is the bed longer than the sofa in the house?,"['Yes', 'No', 'They are the same length', 'Cannot determine from the image']",Is the bed longer than the sofa in the house? A) Yes B) No C) They are the same length D) Cannot determine from the image. Answer:,D,Comparison,00250-U3oQjwTuMX8_0.png
00256-92vYG1q49FY,0,Is the bed closer to the window than the toilet to any window in their respective rooms?,"['Yes', 'No', 'They are equidistant', 'Cannot determine']",Is the bed closer to the window than the toilet to any window in their respective rooms? A) Yes B) No C) They are equidistant D) Cannot determine. Answer:,A,Comparison,00256-92vYG1q49FY_0.png
00264-GfF9TQ34x37,0,Does the red door share the same color as the red couches in the room?,"['Yes', 'No', 'Only in some areas', 'The colors are different shades']",Does the red door share the same color as the red couches in the room? A) Yes B) No C) Only in some areas D) The colors are different shades. Answer:,A,Attribute,00264-GfF9TQ34x37_1.png
00160-7dmR22gwQpH,0,Is the painting closer to the ceiling than the couch is to the floor in the room?,"['Yes, the painting is closer', 'Yes, the couch is closer', 'Both are equally close', ""It's not possible to tell""]","Is the painting closer to the ceiling than the couch is to the floor in the room? A) Yes, the painting is closer B) Yes, the couch is closer C) Both are equally close D) It's not possible to tell. Answer:",A,Comparison,00160-7dmR22gwQpH_1.png
00829-QaLdnwvtxbs,0,Is the sofa positioned closer to the television than the yellow stools in the room?,"['Yes', 'No', 'They are equidistant', 'Cannot be determined']",Is the sofa positioned closer to the television than the yellow stools in the room? A) Yes B) No C) They are equidistant D) Cannot be determined. Answer:,A,Comparison,00829-QaLdnwvtxbs_1.png
00419-fbUcgfPMBDr,0,Does the sofa face the windows in the room?,"['Yes', 'No', 'Partially', 'Not clear']",Does the sofa face the windows in the room? A) Yes B) No C) Partially D) Not clear. Answer:,A,Relationship,00419-fbUcgfPMBDr_1.png
00626-XiJhRLvpKpX,0,Is the treadmill closer to a wall than the dining table?,"['Yes', 'No', 'They are equidistant', 'Cannot be determined']",Is the treadmill closer to a wall than the dining table? A) Yes B) No C) They are equidistant D) Cannot be determined. Answer:,A,Attribute,00626-XiJhRLvpKpX_1.png
007561K7P6ZQS4VM,0,Are the sofa and dining chairs in the house made of similar materials?,"['Yes', 'No', 'Partially', 'Not enough information']",Are the sofa and dining chairs in the house made of similar materials? A) Yes B) No C) Partially D) Not enough information. Answer:,D,Attribute,007561K7P6ZQS4VM_1.png
00895-auFeVz9Go4m,0,Is the window on the same floor as the stairs?,"['Yes', 'No', 'Only partially', 'They are in different images']",Is the window on the same floor as the stairs? A) Yes B) No C) Only partially D) They are in different images. Answer:,A,Relationship,00895-auFeVz9Go4m_0.png
00374-j2eqyxdYAFW,0,Is the sofa in the living room bigger or smaller than the bed in the bedroom?,"['Bigger', 'Smaller', 'Same size', 'Cannot determine']",Is the sofa in the living room bigger or smaller than the bed in the bedroom? A) Bigger B) Smaller C) Same size D) Cannot determine. Answer:,A,Comparison,00374-j2eqyxdYAFW_1.png
00565-xc2kFoo9nbw,0,Does the door have a similar design as the window in the images?,"['Yes', 'No', 'Only the handle is similar', 'Only the color is similar']",Does the door have a similar design as the window in the images? A) Yes B) No C) Only the handle is similar D) Only the color is similar. Answer:,B,Comparison,00565-xc2kFoo9nbw_0.png
002621xGrZPxG1Hz,0,Is the mirror wider than the window in the images?,"['Yes', 'No', 'They are the same size', 'Mirror is slightly wider']",Is the mirror wider than the window in the images? A) Yes B) No C) They are the same size D) Mirror is slightly wider. Answer:,B,Comparison,002621xGrZPxG1Hz_1.png
00409-rxGLNxH6eoJ,0,Is the chair closer to the table than the sofa in the living room?,"['Yes', 'No', 'Same distance', 'Not enough information']",Is the chair closer to the table than the sofa in the living room? A) Yes B) No C) Same distance D) Not enough information. Answer:,A,Relationship,00409-rxGLNxH6eoJ_1.png
